buildupArea_sqft,bathrooms,bhk,flat_price,location1,age_of_property,furnishing,bedrooms,balcony,parking
463,1,1 BHK Flat,1.2,Wadala East,modern property,Semi Furnished,1,0,no
2400,1,4 BHK Flat,4.8,Mulund West,recent construction,Fully Furnished,4,0,yes
1000,2,2 BHK Flat,2.9,Bandra East,recent construction,Semi Furnished,2,0,yes
850,2,2 BHK Flat,1.49,Kandivali West,recent construction,Unfurnished,2,1,yes
500,2,1 BHK Flat,1.05,Mulund East,mid age property,Semi Furnished,1,0,yes
1088,3,3 BHK Flat,2.6,Borivali East,recent construction,Unfurnished,3,0,yes
910,2,2 BHK Flat,1.55,Wadala East,modern property,Semi Furnished,2,0,no
620,2,1 BHK Flat,0.68,Mira Road East,recent construction,Semi Furnished,1,1,yes
2300,3,3 BHK Flat,10,Andheri West,modern property,Semi Furnished,3,0,yes
1180,2,2 BHK Flat,2.1,Borivali East,modern property,Fully Furnished,2,0,yes
1360,3,3 BHK Flat,3,Dahisar West,new construction,Fully Furnished,3,3,yes
525,1,1 BHK Flat,1,Kandivali East,modern property,Semi Furnished,1,0,yes
1100,2,2 BHK Flat,1.95,Chembur,new construction,Unfurnished,2,0,yes
850,2,2 BHK Flat,1.35,Goregaon West,recent construction,Unfurnished,2,1,yes
2100,6,6 BHK Flat,14,Santacruz West,modern property,Semi Furnished,6,2,yes
1000,2,2 BHK Flat,1.6,Powai,recent construction,Semi Furnished,2,0,yes
3100,2,4 BHK Flat,11.5,Parel,recent construction,Unfurnished,4,4,yes
700,2,1 BHK Flat,0.7,Mira Road East,recent construction,Unfurnished,1,3,no
590,2,1 BHK Flat,0.95,Mira Road East,new construction,Semi Furnished,1,2,yes
950,2,2 BHK Flat,3.15,Santacruz East,new construction,Semi Furnished,2,0,yes
880,2,2 BHK Flat,0.95,Bhayandar East,recent construction,Semi Furnished,2,3,yes
1200,2,2 BHK Flat,3,Malad West,recent construction,Fully Furnished,2,1,yes
650,2,2 BHK Flat,1.85,Bandra West,recent construction,Unfurnished,2,0,yes
420,1,1 BHK Flat,0.52,Kandivali West,recent construction,Unfurnished,1,0,no
1500,1,3 BHK Flat,6,Andheri West,mid age property,Semi Furnished,3,0,yes
505,1,1 BHK Flat,1,Kurla West,new construction,Semi Furnished,1,0,yes
955,2,2 BHK Flat,2.1,Santacruz East,recent construction,Unfurnished,2,3,yes
525,2,1 BHK Flat,1.2,Andheri East,new construction,Unfurnished,1,0,yes
600,1,1 BHK Flat,1.6,Sion,recent construction,Semi Furnished,1,2,yes
475,2,1 BHK Flat,0.88,Kanjurmarg East,recent construction,Semi Furnished,1,0,yes
760,2,1 BHK Flat,0.71,Mira Road East,new construction,Fully Furnished,1,2,yes
1750,4,4 BHK Flat,3.99,Bhandup West,recent construction,Semi Furnished,4,4,yes
700,2,1 BHK Flat,0.68,Mira Road East,recent construction,Fully Furnished,1,2,yes
1475,2,3 BHK Flat,3.1,Bhandup West,recent construction,Unfurnished,3,4,yes
610,1,1 BHK Flat,0.29,Nalasopara West,new construction,Semi Furnished,1,2,yes
780,1,2 BHK Flat,2.25,Chembur,new construction,Unfurnished,2,0,yes
950,2,2 BHK Flat,1,Mira Road East,recent construction,Semi Furnished,2,1,yes
837,2,1 BHK Flat,1.35,Byculla,new construction,Unfurnished,1,1,no
1100,2,2 BHK Flat,2.25,Andheri West,modern property,Fully Furnished,2,0,yes
775,2,2 BHK Flat,2.35,Sion,recent construction,Fully Furnished,2,0,yes
1100,3,3 BHK Flat,3.74,Malad West,recent construction,Semi Furnished,3,2,yes
700,2,2 BHK Flat,1.95,Kandivali East,recent construction,Semi Furnished,2,0,yes
1440,3,4 BHK Flat,3.8,Ghatkopar East,new construction,Unfurnished,4,0,yes
700,2,1 BHK Flat,0.75,Mira Road East,recent construction,Unfurnished,1,2,yes
680,2,1 BHK Flat,0.65,Mira Road East,modern property,Semi Furnished,1,1,yes
1500,3,3 BHK Flat,4.65,Borivali East,new construction,Semi Furnished,3,0,yes
630,2,1 BHK Flat,1.5,Powai,new construction,Semi Furnished,1,0,yes
948,2,2 BHK Flat,1.99,Borivali West,new construction,Unfurnished,2,0,yes
1150,2,2 BHK Flat,4.75,Lower Parel,recent construction,Semi Furnished,2,0,yes
995,2,2 BHK Flat,1.24,Mira Road East,recent construction,Semi Furnished,2,3,yes
1000,2,2 BHK Flat,1.8,Ghatkopar East,new construction,Semi Furnished,2,1,yes
720,2,2 BHK Flat,2.75,Sion,recent construction,Unfurnished,2,2,no
1400,3,3 BHK Flat,4.11,Andheri West,recent construction,Unfurnished,3,3,yes
1200,2,3 BHK Flat,2.9,Kurla West,modern property,Semi Furnished,3,4,yes
2406,4,4 BHK Flat,4.7,Mulund West,recent construction,Semi Furnished,4,0,yes
875,2,2 BHK Flat,2.05,Kandivali East,recent construction,Semi Furnished,2,0,yes
3250,4,4 BHK Flat,14.5,Prabhadevi,recent construction,Fully Furnished,4,4,yes
1225,3,3 BHK Flat,2.63,Mulund West,recent construction,Semi Furnished,3,1,yes
850,2,2 BHK Flat,1.5,Borivali West,recent construction,Semi Furnished,2,0,yes
955,2,2 BHK Flat,1.92,Wadala East,modern property,Semi Furnished,2,0,yes
1020,2,2 BHK Flat,1.48,Malad West,recent construction,Unfurnished,2,0,yes
850,2,2 BHK Flat,1.35,Mulund West,modern property,Semi Furnished,2,0,yes
550,1,1 BHK Flat,0.63,Mira Road East,new construction,Unfurnished,1,2,yes
1450,2,3 BHK Flat,3.4,Mulund West,new construction,Unfurnished,3,1,yes
3300,4,4 BHK Flat,12.5,Andheri West,recent construction,Semi Furnished,4,4,yes
1100,3,3 BHK Flat,2.09,Mulund West,new construction,Unfurnished,3,0,yes
1000,2,2 BHK Flat,1.97,Mulund East,recent construction,Semi Furnished,2,0,yes
1500,3,4 BHK Flat,1.75,Mira Road East,recent construction,Semi Furnished,4,4,yes
1080,2,2 BHK Flat,0.74,Nalasopara East,recent construction,Semi Furnished,2,3,yes
1125,2,2 BHK Flat,2.05,Powai,recent construction,Semi Furnished,2,0,yes
900,2,2 BHK Flat,5.5,Bandra West,modern property,Unfurnished,2,1,yes
920,2,2 BHK Flat,2.95,Andheri East,modern property,Semi Furnished,2,0,yes
705,2,2 BHK Flat,2.5,Andheri West,new construction,Fully Furnished,2,0,yes
1466,3,3 BHK Flat,3,Chembur,recent construction,Semi Furnished,3,0,yes
1200,3,3 BHK Flat,4.59,Prabhadevi,new construction,Unfurnished,3,0,yes
630,2,1 BHK Flat,0.3,Virar West,recent construction,Semi Furnished,1,1,yes
585,1,1 BHK Flat,0.24,Nalasopara West,new construction,Semi Furnished,1,2,yes
1500,2,3 BHK Flat,3.3,Kanjurmarg East,new construction,Unfurnished,3,1,yes
1250,3,3 BHK Flat,4.4,Powai,recent construction,Semi Furnished,3,1,yes
1200,2,2 BHK Flat,2.1,Kanjurmarg West,recent construction,Semi Furnished,2,0,yes
707,2,2 BHK Flat,1.4,Mulund West,new construction,Semi Furnished,2,0,yes
1100,2,3 BHK Flat,5.35,Sion,recent construction,Semi Furnished,3,2,yes
950,2,2 BHK Flat,2.3,Jogeshwari West,recent construction,Semi Furnished,2,1,yes
1400,2,3 BHK Flat,3.25,Powai,recent construction,Semi Furnished,3,1,yes
2600,3,3 BHK Flat,7,Powai,recent construction,Semi Furnished,3,2,yes
1250,3,3 BHK Flat,3.25,Mulund West,recent construction,Unfurnished,3,1,yes
956,2,2 BHK Flat,2.35,Powai,modern property,Fully Furnished,2,0,yes
708,2,2 BHK Flat,1.09,Kurla East,recent construction,Semi Furnished,2,0,yes
970,2,2 BHK Flat,1.93,Powai,recent construction,Semi Furnished,2,0,yes
1060,2,2 BHK Flat,5.5,Colaba,modern property,Semi Furnished,2,0,yes
1400,3,3 BHK Flat,3.75,Chembur,recent construction,Semi Furnished,3,0,yes
970,2,2 BHK Flat,0.49,Virar West,recent construction,Semi Furnished,2,1,yes
950,3,3 BHK Flat,2.1,Mulund East,recent construction,Unfurnished,3,0,yes
525,2,1 BHK Flat,0.93,Kandivali East,modern property,Semi Furnished,1,0,yes
1900,3,3 BHK Flat,3.5,Andheri West,new construction,Unfurnished,3,0,yes
1050,2,2 BHK Flat,0.44,Virar West,recent construction,Semi Furnished,2,3,yes
1455,2,2 BHK Flat,3.75,Kamathipura,modern property,Semi Furnished,2,0,yes
500,1,1 BHK Flat,1,Wadala East,recent construction,Semi Furnished,1,0,yes
1100,2,2 BHK Flat,2.4,Powai,recent construction,Unfurnished,2,1,yes
1150,2,2 BHK Flat,1.4,Mira Road East,new construction,Semi Furnished,2,2,yes
1350,3,3 BHK Flat,2.3,Kandivali West,mid age property,Unfurnished,3,0,yes
1020,2,2 BHK Flat,1.55,Malad West,recent construction,Unfurnished,2,0,yes
850,3,3 BHK Flat,2,Chembur,new construction,Unfurnished,3,0,yes
747,2,1 BHK Flat,0.7,Mira Road East,new construction,Unfurnished,1,3,yes
600,2,1 BHK Flat,1.2,Borivali West,mid age property,Unfurnished,1,0,yes
750,1,1 BHK Flat,0.33,Virar West,recent construction,Semi Furnished,1,0,yes
960,2,2 BHK Flat,1.9,Chembur,new construction,Unfurnished,2,0,yes
850,2,2 BHK Flat,1.8,Borivali East,recent construction,Semi Furnished,2,0,yes
1020,2,3 BHK Flat,2.24,Malad West,mid age property,Semi Furnished,3,0,yes
1450,3,3 BHK Flat,6.5,Dadar West,recent construction,Fully Furnished,3,1,yes
850,2,2 BHK Flat,2.15,Malad West,recent construction,Semi Furnished,2,2,yes
1650,3,3 BHK Flat,4.5,Andheri West,modern property,Semi Furnished,3,0,yes
1350,3,3 BHK Flat,4,Bandra East,new construction,Unfurnished,3,0,no
1000,2,2 BHK Flat,1.69,Kandivali East,recent construction,Semi Furnished,2,0,yes
1200,3,3 BHK Flat,2.5,Chembur,recent construction,Unfurnished,3,0,yes
1880,3,3 BHK Flat,5.18,Vikhroli East,recent construction,Semi Furnished,3,1,yes
1750,3,3 BHK Flat,3.65,Kandivali East,recent construction,Unfurnished,3,3,yes
2200,2,4 BHK Flat,4.5,Mulund West,recent construction,Fully Furnished,4,0,yes
545,1,1 BHK Flat,0.85,Goregaon East,recent construction,Unfurnished,1,1,yes
1367,3,3 BHK Flat,3.95,Borivali East,new construction,Semi Furnished,3,0,yes
1250,2,2 BHK Flat,2.8,Sion,recent construction,Fully Furnished,2,3,yes
827,2,3 BHK Flat,2.41,Goregaon East,recent construction,Fully Furnished,3,0,yes
950,1,2 BHK Flat,1.25,Bhayandar West,modern property,Semi Furnished,2,0,yes
500,2,1 BHK Flat,1.1,Mulund East,recent construction,Semi Furnished,1,0,no
1800,3,3 BHK Flat,5.75,Goregaon West,recent construction,Fully Furnished,3,2,yes
500,2,1 BHK Flat,0.47,Mira Road East,recent construction,Unfurnished,1,0,yes
1250,3,3 BHK Flat,2.25,Kandivali West,modern property,Fully Furnished,3,0,yes
1030,4,2 BHK Flat,1.1,Mira Road East,recent construction,Unfurnished,2,0,yes
882,2,2 BHK Flat,0.76,Mira Road East,recent construction,Unfurnished,2,3,yes
545,1,1 BHK Flat,0.56,Goregaon East,recent construction,Fully Furnished,1,1,yes
650,2,2 BHK Flat,1.6,Borivali West,recent construction,Unfurnished,2,0,yes
630,1,1 BHK Flat,1.8,Sion,recent construction,Semi Furnished,1,2,yes
1012,2,2 BHK Flat,2.5,Kandivali East,recent construction,Unfurnished,2,1,yes
1050,2,2 BHK Flat,0.8,Mira Road East,recent construction,Semi Furnished,2,3,yes
1050,3,3 BHK Flat,2.78,Kandivali East,modern property,Unfurnished,3,0,yes
675,2,1 BHK Flat,1.15,Malad West,recent construction,Fully Furnished,1,1,yes
1124,3,3 BHK Flat,1.35,Thane West,recent construction,Semi Furnished,3,1,yes
465,2,1 BHK Flat,0.55,Thane West,recent construction,Semi Furnished,1,0,yes
550,2,1 BHK Flat,0.48,Mira Road East,recent construction,Unfurnished,1,0,yes
1600,3,3 BHK Flat,2.25,Kandivali West,new construction,Unfurnished,3,3,yes
600,2,1 BHK Flat,0.5,Virar West,recent construction,Unfurnished,1,1,yes
1650,3,3 BHK Flat,8.25,Bandra West,recent construction,Semi Furnished,3,0,yes
1150,3,3 BHK Flat,6.7,Lower Parel,new construction,Fully Furnished,3,0,yes
590,2,1 BHK Flat,1.7,Vikhroli East,recent construction,Semi Furnished,1,1,yes
1100,2,2 BHK Flat,2.75,Malad West,recent construction,Semi Furnished,2,1,yes
1866,4,4 BHK Flat,4.73,Andheri East,recent construction,Semi Furnished,4,0,yes
600,2,1 BHK Flat,0.29,Nalasopara West,recent construction,Semi Furnished,1,1,yes
540,2,1 BHK Flat,0.8,Malad West,modern property,Unfurnished,1,0,yes
1100,3,3 BHK Flat,5.5,Matunga East,recent construction,Semi Furnished,3,0,yes
1900,1,3 BHK Flat,7,Goregaon East,recent construction,Semi Furnished,3,0,yes
2001,3,3 BHK Flat,11,Santacruz West,recent construction,Semi Furnished,3,0,yes
1050,2,3 BHK Flat,2.8,Mulund West,new construction,Semi Furnished,3,0,yes
570,2,1 BHK Flat,0.35,Naigaon East,new construction,Semi Furnished,1,2,yes
725,2,1 BHK Flat,0.68,Mira Road East,new construction,Unfurnished,1,0,yes
950,2,2 BHK Flat,1.98,Mulund West,recent construction,Semi Furnished,2,0,no
700,2,2 BHK Flat,1.15,Bhandup West,recent construction,Unfurnished,2,0,yes
712,2,2 BHK Flat,1.7,Andheri East,new construction,Unfurnished,2,0,yes
1000,2,2 BHK Flat,0.95,Mira Road East,recent construction,Semi Furnished,2,2,yes
685,2,1 BHK Flat,0.58,Mira Road East,recent construction,Semi Furnished,1,2,yes
2000,3,3 BHK Flat,8.25,Khar West,recent construction,Unfurnished,3,2,yes
936,3,3 BHK Flat,1.2,Mira Road East,recent construction,Unfurnished,3,3,yes
650,1,1 BHK Flat,1.15,Malad West,recent construction,Semi Furnished,1,0,yes
1660,4,3 BHK Flat,5.5,Govandi,recent construction,Semi Furnished,3,0,yes
500,1,1 BHK Flat,0.75,Kurla West,recent construction,Semi Furnished,1,0,yes
1350,2,3 BHK Flat,4.75,Sion,recent construction,Fully Furnished,3,4,yes
910,2,2 BHK Flat,0.47,Virar West,new construction,Semi Furnished,2,1,yes
950,2,2 BHK Flat,0.9,Thane West,recent construction,Unfurnished,2,2,yes
835,2,2 BHK Flat,2,Kurla West,modern property,Semi Furnished,2,3,yes
650,2,2 BHK Flat,0.49,Naigaon East,recent construction,Unfurnished,2,2,yes
650,2,1 BHK Flat,1.35,Andheri East,recent construction,Unfurnished,1,0,yes
660,1,1 BHK Flat,0.26,Nalasopara West,recent construction,Unfurnished,1,1,yes
623,2,2 BHK Flat,2.05,Kandivali East,new construction,Unfurnished,2,0,yes
661,2,2 BHK Flat,1.68,Kanjurmarg West,new construction,Semi Furnished,2,0,yes
750,1,1 BHK Flat,4,Bandra West,modern property,Semi Furnished,1,0,yes
393,2,1 BHK Flat,0.85,Vikhroli East,new construction,Semi Furnished,1,0,no
1050,2,2 BHK Flat,2.17,Borivali West,new construction,Unfurnished,2,0,yes
610,2,2 BHK Flat,1.6,Wadala East,new construction,Unfurnished,2,0,yes
650,2,1 BHK Flat,0.35,Nalasopara West,new construction,Semi Furnished,1,1,yes
2200,4,4 BHK Flat,10.39,Powai,recent construction,Semi Furnished,4,0,yes
900,2,2 BHK Flat,0.69,Virar West,new construction,Semi Furnished,2,3,yes
1230,3,3 BHK Flat,2.75,Bhandup West,recent construction,Semi Furnished,3,0,yes
550,2,1 BHK Flat,0.4,Virar West,new construction,Semi Furnished,1,2,yes
580,1,1 BHK Flat,0.33,Naigaon East,recent construction,Semi Furnished,1,3,no
3420,1,4 BHK Flat,14.5,Byculla,new construction,Unfurnished,4,0,yes
756,2,1 BHK Flat,0.7,Mira Road East,new construction,Semi Furnished,1,3,yes
800,2,2 BHK Flat,1.5,Kandivali East,modern property,Semi Furnished,2,0,yes
1375,3,3 BHK Flat,3.2,Kandivali East,modern property,Unfurnished,3,0,yes
910,2,2 BHK Flat,1.68,Mulund East,mid age property,Semi Furnished,2,0,no
575,2,1 BHK Flat,1.05,Kandivali East,modern property,Fully Furnished,1,0,yes
950,2,2 BHK Flat,3.8,Wadala,modern property,Semi Furnished,2,0,yes
3780,5,4 BHK Flat,11.5,Goregaon West,modern property,Semi Furnished,4,4,yes
1950,4,3 BHK Flat,8.5,Lower Parel,recent construction,Semi Furnished,3,0,yes
550,2,1 BHK Flat,1,Borivali West,mid age property,Semi Furnished,1,0,yes
1350,3,3 BHK Flat,5,Andheri West,recent construction,Semi Furnished,3,0,yes
630,2,1 BHK Flat,1.05,Powai,modern property,Unfurnished,1,0,yes
781,2,2 BHK Flat,1.58,Mulund West,new construction,Semi Furnished,2,0,yes
1000,2,2 BHK Flat,1.75,Kanjurmarg West,new construction,Semi Furnished,2,0,yes
2419,4,4 BHK Flat,4.75,Malad East,new construction,Semi Furnished,4,3,yes
1050,2,2 BHK Flat,1.05,Mira Road East,modern property,Unfurnished,2,4,yes
420,1,1 BHK Flat,0.54,Kandivali West,recent construction,Unfurnished,1,0,no
1100,2,3 BHK Flat,5.3,Sion,recent construction,Semi Furnished,3,2,yes
440,2,1 BHK Flat,0.87,Chembur,recent construction,Semi Furnished,1,0,yes
1637,3,3 BHK Flat,3.48,Kanjurmarg East,recent construction,Semi Furnished,3,3,yes
1250,2,2 BHK Flat,1.84,Borivali West,recent construction,Unfurnished,2,0,yes
890,2,2 BHK Flat,1.49,Malad West,recent construction,Unfurnished,2,0,yes
1296,3,3 BHK Flat,2.8,others,recent construction,Unfurnished,3,0,yes
1077,2,2 BHK Flat,1.29,Goregaon East,recent construction,Semi Furnished,2,0,yes
2190,4,3 BHK Flat,7.24,Goregaon East,recent construction,Semi Furnished,3,0,yes
1655,4,4 BHK Flat,3.69,Andheri West,mid age property,Unfurnished,4,1,yes
1150,2,2 BHK Flat,2.6,Kandivali West,modern property,Fully Furnished,2,0,yes
743,2,2 BHK Flat,1.12,Vikhroli East,new construction,Semi Furnished,2,0,yes
1500,3,3 BHK Flat,6.8,Bandra East,recent construction,Semi Furnished,3,3,yes
968,2,2 BHK Flat,1.9,Powai,modern property,Unfurnished,2,1,yes
2100,4,4 BHK Flat,10,Bandra West,recent construction,Semi Furnished,4,0,yes
2790,4,4 BHK Flat,10.5,Powai,recent construction,Unfurnished,4,3,yes
920,2,2 BHK Flat,2.6,Kandivali West,modern property,Semi Furnished,2,0,yes
1475,3,3 BHK Flat,3.35,Andheri West,modern property,Semi Furnished,3,0,yes
1868,3,3 BHK Flat,5.5,Parel,recent construction,Semi Furnished,3,0,yes
895,2,2 BHK Flat,5.15,Worli,recent construction,Semi Furnished,2,0,yes
700,2,1 BHK Flat,0.51,Vasai West,new construction,Semi Furnished,1,2,yes
1050,2,2 BHK Flat,4.55,Lower Parel,recent construction,Semi Furnished,2,0,yes
1000,3,2 BHK Flat,0.9,Bhayandar East,recent construction,Fully Furnished,2,0,yes
650,2,1 BHK Flat,0.3,Nalasopara West,new construction,Semi Furnished,1,2,no
550,2,1 BHK Flat,2.25,Dadar West,recent construction,Fully Furnished,1,0,no
768,2,2 BHK Flat,1.59,Malad West,recent construction,Unfurnished,2,0,yes
565,1,1 BHK Flat,0.28,Nalasopara West,recent construction,Semi Furnished,1,2,yes
1450,3,3 BHK Flat,4.5,Powai,recent construction,Semi Furnished,3,2,yes
1250,2,3 BHK Flat,2.75,Powai,modern property,Semi Furnished,3,2,yes
1075,3,3 BHK Flat,0.72,Virar West,recent construction,Unfurnished,3,1,yes
2100,3,3 BHK Flat,8.5,Worli,new construction,Semi Furnished,3,0,yes
1030,2,2 BHK Flat,2.5,Jogeshwari West,new construction,Semi Furnished,2,0,yes
750,2,2 BHK Flat,1.1,Mira Road East,recent construction,Semi Furnished,2,3,no
650,2,1 BHK Flat,0.63,Mira Road East,recent construction,Semi Furnished,1,3,yes
1290,2,2 BHK Flat,2.35,Goregaon East,recent construction,Semi Furnished,2,3,yes
2385,4,3 BHK Flat,5.5,Andheri West,new construction,Unfurnished,3,0,yes
2760,3,4 BHK Flat,8,Chembur,modern property,Fully Furnished,4,0,yes
950,3,3 BHK Flat,2.95,Govandi,recent construction,Semi Furnished,3,1,yes
1600,3,3 BHK Flat,8.25,Matunga East,recent construction,Semi Furnished,3,0,yes
698,2,2 BHK Flat,1.45,Mulund East,new construction,Semi Furnished,2,0,yes
2080,4,4 BHK Flat,5.7,Powai,recent construction,Semi Furnished,4,1,yes
1000,2,2 BHK Flat,2.4,Santacruz East,new construction,Unfurnished,2,0,yes
770,1,1 BHK Flat,1.05,Bhayandar West,modern property,Semi Furnished,1,0,yes
1250,3,3 BHK Flat,2.8,Mulund East,modern property,Semi Furnished,3,1,yes
1525,2,3 BHK Flat,3.25,Borivali West,modern property,Fully Furnished,3,0,yes
835,2,2 BHK Flat,1.65,Kandivali East,modern property,Semi Furnished,2,0,yes
765,2,2 BHK Flat,2.25,Kandivali East,modern property,Fully Furnished,2,0,yes
700,2,1 BHK Flat,0.68,Mira Road East,recent construction,Unfurnished,1,2,yes
1080,3,3 BHK Flat,0.95,Vasai West,modern property,Semi Furnished,3,0,yes
650,2,1 BHK Flat,1.65,Vile Parle West,recent construction,Semi Furnished,1,0,yes
585,2,1 BHK Flat,0.9,Kandivali East,modern property,Semi Furnished,1,0,yes
700,1,2 BHK Flat,2.15,Andheri West,mid age property,Unfurnished,2,0,yes
990,2,1 BHK Flat,0.79,Mira Road East,recent construction,Semi Furnished,1,2,yes
800,2,2 BHK Flat,1.65,Bhandup West,new construction,Unfurnished,2,0,yes
580,2,1 BHK Flat,0.28,Nalasopara West,recent construction,Unfurnished,1,1,yes
1300,3,3 BHK Flat,3.5,Kanjurmarg East,new construction,Fully Furnished,3,1,yes
2100,5,5 BHK Flat,6.25,Goregaon West,recent construction,Fully Furnished,5,4,yes
658,2,2 BHK Flat,1.4,Kandivali West,recent construction,Semi Furnished,2,3,no
850,2,2 BHK Flat,1.6,Ghatkopar West,recent construction,Semi Furnished,2,0,yes
950,2,2 BHK Flat,1.45,Borivali West,recent construction,Semi Furnished,2,0,no
902,2,2 BHK Flat,0.69,Thane West,recent construction,Unfurnished,2,3,yes
1100,2,3 BHK Flat,2.09,Dahisar West,new construction,Fully Furnished,3,0,yes
830,2,2 BHK Flat,1.85,Chembur,new construction,Unfurnished,2,0,yes
955,2,2 BHK Flat,3.8,Parel,recent construction,Semi Furnished,2,0,yes
950,2,2 BHK Flat,2.15,Andheri East,recent construction,Semi Furnished,2,0,no
1481,4,3 BHK Flat,3.29,Kanjurmarg East,recent construction,Semi Furnished,3,1,yes
1400,3,3 BHK Flat,4.85,Wadala,modern property,Semi Furnished,3,0,yes
558,1,2 BHK Flat,2.5,Marine Lines,old propert,Unfurnished,1,0,yes
950,2,2 BHK Flat,1.12,Mira Road East,modern property,Unfurnished,2,0,yes
1300,2,3 BHK Flat,3.45,Sion,recent construction,Semi Furnished,3,2,yes
1250,2,2 BHK Flat,1.65,Chembur,recent construction,Semi Furnished,2,2,yes
